title_slug,tags,difficulty
check-if-word-is-valid-after-substitutions,"['String', 'Stack']",Medium
maximum-number-of-ones,"['Greedy', 'Heap (Priority Queue)']",Hard
count-artifacts-that-can-be-extracted,"['Array', 'Hash Table', 'Simulation']",Medium
range-addition-ii,"['Array', 'Math']",Easy
closest-node-to-path-in-tree,"['Array', 'Tree', 'Depth-First Search', 'Breadth-First Search']",Hard
best-sightseeing-pair,"['Array', 'Dynamic Programming']",Medium
largest-color-value-in-a-directed-graph,"['Hash Table', 'Dynamic Programming', 'Graph', 'Topological Sort', 'Memoization', 'Counting']",Hard
matchsticks-to-square,"['Array', 'Dynamic Programming', 'Backtracking', 'Bit Manipulation', 'Bitmask']",Medium
find-xor-beauty-of-array,"['Array', 'Math', 'Bit Manipulation']",Medium
longestCommonLength,[],N/A
minimum-subsequence-in-non-increasing-order,"['Array', 'Greedy', 'Sorting']",Easy
design-graph-with-shortest-path-calculator,"['Graph', 'Design', 'Heap (Priority Queue)', 'Shortest Path']",Hard
maximum-strength-of-k-disjoint-subarrays,"['Array', 'Dynamic Programming', 'Prefix Sum']",Hard
check-if-all-the-integers-in-a-range-are-covered,"['Array', 'Hash Table', 'Prefix Sum']",Easy
minimum-addition-to-make-integer-beautiful,"['Math', 'Greedy']",Medium
check-if-string-is-a-prefix-of-array,"['Array', 'Two Pointers', 'String']",Easy
maximum-value-of-a-string-in-an-array,"['Array', 'String']",Easy
implement-rand10-using-rand7,"['Math', 'Rejection Sampling', 'Randomized', 'Probability and Statistics']",Medium
escape-the-spreading-fire,"['Array', 'Binary Search', 'Breadth-First Search', 'Matrix']",Hard
delete-operation-for-two-strings,"['String', 'Dynamic Programming']",Medium
minimum-number-of-pushes-to-type-word-i,"['Math', 'String', 'Greedy']",Easy
camelcase-matching,"['Array', 'Two Pointers', 'String', 'Trie', 'String Matching']",Medium
swap-for-longest-repeated-character-substring,"['Hash Table', 'String', 'Sliding Window']",Medium
count-items-matching-a-rule,"['Array', 'String']",Easy
two-sum-ii-input-array-is-sorted,"['Array', 'Two Pointers', 'Binary Search']",Medium
invert-binary-tree,"['Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']",Easy
maximum-genetic-difference-query,"['Array', 'Bit Manipulation', 'Trie']",Hard
number-of-days-between-two-dates,"['Math', 'String']",Easy
sum-of-number-and-its-reverse,"['Math', 'Enumeration']",Medium
sum-of-values-at-indices-with-k-set-bits,"['Array', 'Bit Manipulation']",Easy
maximize-area-of-square-hole-in-grid,"['Array', 'Sorting']",Medium
minimum-interval-to-include-each-query,"['Array', 'Binary Search', 'Line Sweep', 'Sorting', 'Heap (Priority Queue)']",Hard
number-of-islands-ii,"['Array', 'Hash Table', 'Union Find']",Hard
valid-palindrome-iii,"['String', 'Dynamic Programming']",Hard
palindrome-partitioning-iv,"['String', 'Dynamic Programming']",Hard
minimum-cost-to-convert-string-i,"['Array', 'String', 'Graph', 'Shortest Path']",Medium
longest-happy-string,"['String', 'Greedy', 'Heap (Priority Queue)']",Medium
largest-number-after-mutating-substring,"['Array', 'String', 'Greedy']",Medium
second-minimum-node-in-a-binary-tree,"['Tree', 'Depth-First Search', 'Binary Tree']",Easy
maximum-number-of-operations-with-the-same-score-i,"['Array', 'Simulation']",Easy
subsequence-with-the-minimum-score,"['Two Pointers', 'String', 'Binary Search']",Hard
count-substrings-starting-and-ending-with-given-character,"['Math', 'String', 'Counting']",Medium
partition-array-according-to-given-pivot,"['Array', 'Two Pointers', 'Simulation']",Medium
groups-of-strings,"['String', 'Bit Manipulation', 'Union Find']",Hard
insert-into-a-sorted-circular-linked-list,['Linked List'],Medium
longest-string-chain,"['Array', 'Hash Table', 'Two Pointers', 'String', 'Dynamic Programming']",Medium
minimum-cost-to-set-cooking-time,"['Math', 'Enumeration']",Medium
word-abbreviation,"['Array', 'String', 'Greedy', 'Trie', 'Sorting']",Hard
minimum-length-of-anagram-concatenation,"['Hash Table', 'String', 'Counting']",Medium
occurrences-after-bigram,['String'],Easy
find-all-the-lonely-nodes,"['Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']",Easy
check-if-there-is-a-path-with-equal-number-of-0s-and-1s,"['Array', 'Dynamic Programming', 'Matrix']",Medium
minimum-difficulty-of-a-job-schedule,"['Array', 'Dynamic Programming']",Hard
binary-gap,['Bit Manipulation'],Easy
play-with-chips,[],N/A
deepest-leaves-sum,"['Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']",Medium
number-of-music-playlists,"['Math', 'Dynamic Programming', 'Combinatorics']",Hard
number-of-zero-filled-subarrays,"['Array', 'Math']",Medium
number-of-good-ways-to-split-a-string,"['Hash Table', 'String', 'Dynamic Programming', 'Bit Manipulation']",Medium
minimum-operations-to-collect-elements,"['Array', 'Hash Table', 'Bit Manipulation']",Easy
power-of-three,"['Math', 'Recursion']",Easy
perform-string-shifts,"['Array', 'Math', 'String']",Easy
count-of-range-sum,"['Array', 'Binary Search', 'Divide and Conquer', 'Binary Indexed Tree', 'Segment Tree', 'Merge Sort', 'Ordered Set']",Hard
frog-position-after-t-seconds,"['Tree', 'Depth-First Search', 'Breadth-First Search', 'Graph']",Hard
strobogrammatic-number-ii,"['Array', 'String', 'Recursion']",Medium
height-of-binary-tree-after-subtree-removal-queries,"['Array', 'Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']",Hard
longest-substring-with-at-most-two-distinct-characters,"['Hash Table', 'String', 'Sliding Window']",Medium
process-tasks-using-servers,"['Array', 'Heap (Priority Queue)']",Medium
total-appeal-of-a-string,"['Hash Table', 'String', 'Dynamic Programming']",Hard
insufficient-nodes-in-root-to-leaf-paths,"['Tree', 'Depth-First Search', 'Binary Tree']",Medium
minimum-cost-to-reach-city-with-discounts,"['Graph', 'Heap (Priority Queue)', 'Shortest Path']",Medium
smallest-subtree-with-all-the-deepest-nodes,"['Hash Table', 'Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']",Medium
get-watched-videos-by-your-friends,"['Array', 'Hash Table', 'Breadth-First Search', 'Graph', 'Sorting']",Medium
count-special-quadruplets,"['Array', 'Hash Table', 'Enumeration']",Easy
filter-restaurants-by-vegan-friendly-price-and-distance,"['Array', 'Sorting']",Medium
remove-all-occurrences-of-a-substring,['String'],Medium
range-addition,"['Array', 'Prefix Sum']",Medium
cells-with-odd-values-in-a-matrix,"['Array', 'Math', 'Simulation']",Easy
shopping-offers,"['Array', 'Dynamic Programming', 'Backtracking', 'Bit Manipulation', 'Memoization', 'Bitmask']",Medium
grid-game,"['Array', 'Matrix', 'Prefix Sum']",Medium
redundant-connection-ii,"['Depth-First Search', 'Breadth-First Search', 'Union Find', 'Graph']",Hard
last-visited-integers,"['Array', 'Simulation']",Easy
count-asterisks,['String'],Easy
maximum-number-of-visible-points,"['Array', 'Math', 'Geometry', 'Sliding Window', 'Sorting']",Hard
balance-a-binary-search-tree,"['Divide and Conquer', 'Greedy', 'Tree', 'Depth-First Search', 'Binary Search Tree', 'Binary Tree']",Medium
minimum-number-of-groups-to-create-a-valid-assignment,"['Array', 'Hash Table', 'Greedy']",Medium
remove-invalid-parentheses,"['String', 'Backtracking', 'Breadth-First Search']",Hard
strange-printer-ii,"['Array', 'Graph', 'Topological Sort', 'Matrix']",Hard
check-if-two-expression-trees-are-equivalent,"['Tree', 'Depth-First Search', 'Binary Tree']",Medium
find-the-maximum-number-of-elements-in-subset,"['Array', 'Hash Table', 'Enumeration']",Medium
rectangle-area-ii,"['Array', 'Segment Tree', 'Line Sweep', 'Ordered Set']",Hard
reverse-vowels-of-a-string,"['Two Pointers', 'String']",Easy
move-pieces-to-obtain-a-string,"['Two Pointers', 'String']",Medium
number-of-single-divisor-triplets,['Math'],Medium
valid-arrangement-of-pairs,"['Depth-First Search', 'Graph', 'Eulerian Circuit']",Hard
delete-the-middle-node-of-a-linked-list,"['Linked List', 'Two Pointers']",Medium
count-nodes-that-are-great-enough,"['Divide and Conquer', 'Tree', 'Depth-First Search', 'Binary Tree']",Hard
count-collisions-of-monkeys-on-a-polygon,"['Math', 'Recursion']",Medium
smallest-missing-non-negative-integer-after-operations,"['Array', 'Hash Table', 'Math', 'Greedy']",Medium
summary-ranges,['Array'],Easy
largest-unique-number,"['Array', 'Hash Table', 'Sorting']",Easy
minCut,[],N/A
shuffle-string,"['Array', 'String']",Easy
restoreIpAddresses,[],N/A
minimum-relative-loss-after-buying-chocolates,"['Array', 'Binary Search', 'Sorting', 'Prefix Sum']",Hard
sorting-three-groups,"['Array', 'Binary Search', 'Dynamic Programming']",Medium
check-if-matrix-is-x-matrix,"['Array', 'Matrix']",Easy
minimum-number-of-visited-cells-in-a-grid,"['Array', 'Dynamic Programming', 'Stack', 'Breadth-First Search', 'Union Find', 'Heap (Priority Queue)', 'Matrix', 'Monotonic Stack']",Hard
shortest-path-visiting-all-nodes,"['Dynamic Programming', 'Bit Manipulation', 'Breadth-First Search', 'Graph', 'Bitmask']",Hard
time-to-cross-a-bridge,"['Array', 'Heap (Priority Queue)', 'Simulation']",Hard
shortest-word-distance-iii,"['Array', 'String']",Medium
number-of-1-bits,"['Divide and Conquer', 'Bit Manipulation']",Easy
how-many-apples-can-you-put-into-the-basket,"['Array', 'Greedy', 'Sorting']",Easy
circle-and-rectangle-overlapping,"['Math', 'Geometry']",Medium
number-of-segments-in-a-string,['String'],Easy
count-submatrices-with-all-ones,"['Array', 'Dynamic Programming', 'Stack', 'Matrix', 'Monotonic Stack']",Medium
climbing-stairs,"['Math', 'Dynamic Programming', 'Memoization']",Easy
most-frequent-ids,"['Array', 'Hash Table', 'Heap (Priority Queue)', 'Ordered Set']",Medium
check-if-a-string-is-a-valid-sequence-from-root-to-leaves-path-in-a-binary-tree,"['Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']",Medium
threeSum2,[],N/A
maximum-score-from-removing-substrings,"['String', 'Stack', 'Greedy']",Medium
minimum-weighted-subgraph-with-the-required-paths,"['Graph', 'Shortest Path']",Hard
game-of-life,"['Array', 'Matrix', 'Simulation']",Medium
minimum-value-to-get-positive-step-by-step-sum,"['Array', 'Prefix Sum']",Easy
simplified-fractions,"['Math', 'String', 'Number Theory']",Medium
lucky-numbers-in-a-matrix,"['Array', 'Matrix']",Easy
kth-largest-element-in-an-array,"['Array', 'Divide and Conquer', 'Sorting', 'Heap (Priority Queue)', 'Quickselect']",Medium
subarray-sum-equals-k,"['Array', 'Hash Table', 'Prefix Sum']",Medium
binary-tree-postorder-traversal,"['Stack', 'Tree', 'Depth-First Search', 'Binary Tree']",Easy
to-lower-case,['String'],Easy
sum-of-digits-of-string-after-convert,"['String', 'Simulation']",Easy
consecutive-numbers-sum,"['Math', 'Enumeration']",Hard
find-all-anagrams-in-a-string,"['Hash Table', 'String', 'Sliding Window']",Medium
break-a-palindrome,"['String', 'Greedy']",Medium
corporate-flight-bookings,"['Array', 'Prefix Sum']",Medium
minimum-replacements-to-sort-the-array,"['Array', 'Math', 'Greedy']",Hard
check-if-move-is-legal,"['Array', 'Matrix', 'Enumeration']",Medium
n-ary-tree-level-order-traversal,"['Tree', 'Breadth-First Search']",Medium
prime-arrangements,['Math'],Easy
nested-list-weight-sum-ii,"['Stack', 'Depth-First Search', 'Breadth-First Search']",Medium
substring-with-concatenation-of-all-words,"['Hash Table', 'String', 'Sliding Window']",Hard
special-permutations,"['Array', 'Dynamic Programming', 'Bit Manipulation', 'Bitmask']",Medium
longest-common-subsequence,"['String', 'Dynamic Programming']",Medium
count-of-matches-in-tournament,"['Math', 'Simulation']",Easy
number-of-ways-to-build-sturdy-brick-wall,"['Array', 'Dynamic Programming', 'Bit Manipulation', 'Bitmask']",Medium
max-chunks-to-make-sorted,"['Array', 'Stack', 'Greedy', 'Sorting', 'Monotonic Stack']",Medium
find-all-possible-stable-binary-arrays-i,"['Dynamic Programming', 'Prefix Sum']",Medium
rle-iterator,"['Array', 'Design', 'Counting', 'Iterator']",Medium
minimum-increment-to-make-array-unique,"['Array', 'Greedy', 'Sorting', 'Counting']",Medium
flip-binary-tree-to-match-preorder-traversal,"['Tree', 'Depth-First Search', 'Binary Tree']",Medium
find-the-longest-semi-repetitive-substring,"['String', 'Sliding Window']",Medium
lowest-common-ancestor-of-a-binary-tree,"['Tree', 'Depth-First Search', 'Binary Tree']",Medium
sort-integers-by-the-power-value,"['Dynamic Programming', 'Memoization', 'Sorting']",Medium
find-kth-bit-in-nth-binary-string,"['String', 'Recursion', 'Simulation']",Medium
delete-characters-to-make-fancy-string,['String'],Easy
count-square-sum-triples,"['Math', 'Enumeration']",Easy
armstrong-number,['Math'],Easy
count-number-of-special-subsequences,"['Array', 'Dynamic Programming']",Hard
the-latest-time-to-catch-a-bus,"['Array', 'Two Pointers', 'Binary Search', 'Sorting']",Medium
find-the-middle-index-in-array,"['Array', 'Prefix Sum']",Easy
longest-even-odd-subarray-with-threshold,"['Array', 'Sliding Window']",Easy
query-kth-smallest-trimmed-number,"['Array', 'String', 'Divide and Conquer', 'Sorting', 'Heap (Priority Queue)', 'Radix Sort', 'Quickselect']",Medium
airplane-seat-assignment-probability,"['Math', 'Dynamic Programming', 'Brainteaser', 'Probability and Statistics']",Medium
find-the-pivot-integer,"['Math', 'Prefix Sum']",Easy
shortest-uncommon-substring-in-an-array,"['Array', 'Hash Table', 'String', 'Trie']",Medium
find-the-index-of-the-large-integer,"['Array', 'Binary Search', 'Interactive']",Medium
unique-paths-iii,"['Array', 'Backtracking', 'Bit Manipulation', 'Matrix']",Hard
lexicographical-numbers,"['Depth-First Search', 'Trie']",Medium
count-of-integers,"['Math', 'String', 'Dynamic Programming']",Hard
sell-diminishing-valued-colored-balls,"['Array', 'Math', 'Binary Search', 'Greedy', 'Sorting', 'Heap (Priority Queue)']",Medium
house-robber-ii,"['Array', 'Dynamic Programming']",Medium
guess-the-number-using-bitwise-questions-ii,"['Bit Manipulation', 'Interactive']",Medium
container-with-most-water,"['Array', 'Two Pointers', 'Greedy']",Medium
reaching-points,['Math'],Hard
count-subarrays-with-fixed-bounds,"['Array', 'Queue', 'Sliding Window', 'Monotonic Queue']",Hard
maximum-employees-to-be-invited-to-a-meeting,"['Depth-First Search', 'Graph', 'Topological Sort']",Hard
find-a-good-subset-of-the-matrix,"['Array', 'Greedy', 'Bit Manipulation', 'Matrix']",Hard
ways-to-make-a-fair-array,"['Array', 'Prefix Sum']",Medium
range-module,"['Design', 'Segment Tree', 'Ordered Set']",Hard
recover-binary-search-tree,"['Tree', 'Depth-First Search', 'Binary Search Tree', 'Binary Tree']",Medium
three-consecutive-odds,['Array'],Easy
check-if-array-pairs-are-divisible-by-k,"['Array', 'Hash Table', 'Counting']",Medium
number-of-subarrays-having-even-product,"['Array', 'Math', 'Dynamic Programming']",Medium
the-maze,"['Array', 'Depth-First Search', 'Breadth-First Search', 'Matrix']",Medium
maximum-number-of-potholes-that-can-be-fixed,"['String', 'Greedy', 'Sorting']",Medium
replace-words,"['Array', 'Hash Table', 'String', 'Trie']",Medium
find-the-highest-altitude,"['Array', 'Prefix Sum']",Easy
count-unreachable-pairs-of-nodes-in-an-undirected-graph,"['Depth-First Search', 'Breadth-First Search', 'Union Find', 'Graph']",Medium
hand-of-straights,"['Array', 'Hash Table', 'Greedy', 'Sorting']",Medium
building-boxes,"['Math', 'Binary Search', 'Greedy']",Hard
partitioning-into-minimum-number-of-deci-binary-numbers,"['String', 'Greedy']",Medium
minimize-the-total-price-of-the-trips,"['Array', 'Dynamic Programming', 'Tree', 'Depth-First Search', 'Graph']",Hard
shortest-cycle-in-a-graph,"['Breadth-First Search', 'Graph']",Hard
count-the-number-of-good-subarrays,"['Array', 'Hash Table', 'Sliding Window']",Medium
minimum-distance-to-the-target-element,['Array'],Easy
number-of-valid-words-for-each-puzzle,"['Array', 'Hash Table', 'String', 'Bit Manipulation', 'Trie']",Hard
maximum-number-of-balloons,"['Hash Table', 'String', 'Counting']",Easy
find-numbers-with-even-number-of-digits,['Array'],Easy
existence-of-a-substring-in-a-string-and-its-reverse,"['Hash Table', 'String']",Easy
number-of-ways-to-reconstruct-a-tree,"['Tree', 'Graph']",Hard
count-increasing-quadruplets,"['Array', 'Dynamic Programming', 'Binary Indexed Tree', 'Enumeration', 'Prefix Sum']",Hard
sum-of-subsequence-widths,"['Array', 'Math', 'Sorting']",Hard
decode-xored-array,"['Array', 'Bit Manipulation']",Easy
minimum-size-subarray-sum,"['Array', 'Binary Search', 'Sliding Window', 'Prefix Sum']",Medium
happy-students,"['Array', 'Sorting', 'Enumeration']",Medium
n-ary-tree-preorder-traversal,"['Stack', 'Tree', 'Depth-First Search']",Easy
minimum-number-of-refueling-stops,"['Array', 'Dynamic Programming', 'Greedy', 'Heap (Priority Queue)']",Hard
linked-list-in-binary-tree,"['Linked List', 'Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']",Medium
sort-even-and-odd-indices-independently,"['Array', 'Sorting']",Easy
student-attendance-record-i,['String'],Easy
different-ways-to-add-parentheses,"['Math', 'String', 'Dynamic Programming', 'Recursion', 'Memoization']",Medium
count-the-number-of-special-characters-ii,"['Hash Table', 'String']",Medium
remove-adjacent-almost-equal-characters,"['String', 'Dynamic Programming', 'Greedy']",Medium
is-subsequence,"['Two Pointers', 'String', 'Dynamic Programming']",Easy
check-if-strings-can-be-made-equal-with-operations-ii,"['Hash Table', 'String', 'Sorting']",Medium
extra-characters-in-a-string,"['Array', 'Hash Table', 'String', 'Dynamic Programming', 'Trie']",Medium
unique-word-abbreviation,"['Array', 'Hash Table', 'String', 'Design']",Medium
convert-the-temperature,['Math'],Easy
increment-submatrices-by-one,"['Array', 'Matrix', 'Prefix Sum']",Medium
remove-covered-intervals,"['Array', 'Sorting']",Medium
